Subject,NEORAW_01,NEORAW_06,NEORAW_11,NEORAW_16,NEORAW_21,NEORAW_26,NEORAW_31,NEORAW_36,NEORAW_41,NEORAW_46,NEORAW_51,NEORAW_56
969801,2,3,3,3,2,3,0,2,1,4,2,3
228801,1,3,0,0,0,3,2,0,3,2,0,3
840623,2,1,4,1,2,4,0,2,0,2,4,2
440033,3,2,2,4,1,3,3,0,3,0,3,3
686773,0,4,1,4,1,1,0,3,1,3,1,2
723050,3,3,4,3,2,3,1,4,4,0,2,4
540525,4,4,1,0,2,2,3,0,3,1,4,0
412473,0,0,3,3,4,4,2,1,1,3,2,2
129718,2,1,2,3,1,0,3,2,1,3,0,4
929961,2,3,4,1,4,1,1,1,2,3,0,2
151722,1,0,0,1,1,1,4,4,2,3,1,1
536378,4,0,0,0,3,2,0,1,2,1,1,1
727927,4,3,4,0,4,0,0,0,4,3,4,1
334135,3,2,2,3,3,4,4,0,1,0,4,2
582625,1,1,1,3,3,1,2,2,3,1,3,2
305329,0,0,4,1,1,4,2,0,3,4,0,3
597586,2,0,4,4,4,2,0,4,1,2,3,0
309955,3,3,1,4,2,1,1,0,3,4,4,0
249248,2,3,1,4,1,2,1,1,3,3,2,0
827538,2,3,3,3,0,4,0,3,0,4,1,3
297553,2,0,0,1,2,4,1,4,2,0,1,4
817234,3,3,2,2,0,4,3,3,4,0,2,1
635310,1,3,4,0,2,2,1,4,1,0,4,2
791799,0,0,2,2,4,0,3,1,1,4,1,0
259600,0,0,3,0,3,2,2,0,1,2,1,0
210174,1,1,2,2,2,3,4,3,4,1,1,3
137450,2,4,3,1,2,0,3,4,0,4,4,1
289984,4,2,1,1,0,2,0,4,2,4,4,3
395772,3,1,2,0,3,2,0,4,0,2,1,0
479726,2,1,4,3,1,2,3,1,0,3,2,4
914128,3,1,2,2,1,0,0,1,2,3,1,4
722056,3,4,4,2,2,0,1,4,3,1,2,0
526496,1,4,1,1,0,0,4,1,0,0,2,4
134500,4,0,1,1,2,2,2,2,0,3,3,0
357643,0,1,2,0,4,4,4,1,4,0,3,4
195157,4,0,3,3,3,1,0,2,2,3,4,2
337683,2,1,1,1,3,1,3,3,0,4,3,3
577452,4,0,3,3,0,4,4,2,1,3,1,3
194398,2,3,1,1,1,2,2,2,1,4,3,3
725855,0,0,3,1,1,4,0,3,0,4,1,2
189118,4,2,2,4,4,2,0,3,4,2,0,4
444962,3,3,0,0,3,2,2,1,2,0,3,3
432606,4,2,4,0,0,2,1,0,0,4,2,3
553266,3,2,2,1,4,1,1,1,2,2,2,3
634127,1,0,0,1,2,0,1,4,1,2,0,1
523143,1,1,1,3,0,3,4,4,1,0,1,2
392526,2,3,0,2,3,0,4,3,4,3,1,0
800892,0,1,2,4,3,2,0,4,0,4,0,1
504072,4,1,1,2,3,0,0,0,1,0,4,2
407121,0,2,0,0,3,3,2,2,1,1,3,1
510342,3,1,4,3,0,2,4,0,1,3,4,3
492143,0,4,2,4,2,4,0,2,3,3,2,4
973158,1,4,1,3,3,4,4,2,3,1,3,2
970047,2,4,0,1,2,3,1,0,2,2,4,2
914107,3,2,2,0,2,1,1,0,0,0,3,3
756298,4,3,0,3,0,4,4,2,1,2,2,4
127350,1,3,3,3,2,4,2,0,0,2,0,0
712737,0,0,0,2,2,3,2,1,1,4,3,0
714926,4,0,2,3,0,2,0,3,2,4,2,3
537456,0,4,4,3,2,1,3,2,1,3,0,1
971492,1,1,2,2,0,3,3,3,1,2,4,2
109056,1,1,0,0,4,0,4,3,3,0,2,3
550973,0,4,4,3,3,4,4,1,1,0,0,1
533905,1,1,1,1,3,1,0,4,0,2,3,1
533576,2,0,4,0,4,1,1,2,2,1,0,1
906965,3,0,0,0,2,4,0,2,4,4,4,0
358946,2,4,0,1,2,0,3,2,0,2,4,3
371650,3,3,4,0,3,0,4,0,3,4,4,2
757631,1,4,4,0,2,1,1,4,2,2,2,0
300078,2,1,0,1,0,1,1,0,1,1,4,4
252187,1,1,0,0,0,2,1,2,1,4,2,0
277808,3,3,3,0,1,0,3,3,1,4,0,0
187156,4,0,3,0,2,2,2,0,0,1,0,3
764693,1,4,4,2,2,0,3,2,4,1,1,3
422997,4,0,4,0,3,0,2,0,1,4,1,1
827634,1,4,0,0,0,3,2,4,0,4,2,4
739219,1,0,1,3,4,0,1,1,1,1,2,0
727483,4,4,1,1,0,2,0,1,0,2,0,2
935848,4,1,2,1,3,1,0,4,1,3,3,2
740408,0,2,4,3,1,3,3,4,4,4,0,2
643153,4,2,3,3,4,2,4,0,3,4,1,4
203891,2,2,3,0,0,0,0,4,4,0,4,4
141743,2,1,4,2,0,1,3,4,2,2,0,2
250656,3,2,1,0,4,1,1,4,2,1,3,1
697440,3,3,2,2,2,4,1,3,0,1,1,2
275920,4,4,0,4,0,1,1,1,0,2,4,2
744049,1,2,4,4,1,2,0,4,3,1,0,3
949695,1,4,4,4,3,3,0,0,2,0,4,4
979240,0,2,4,0,3,4,2,4,3,0,4,0
548339,4,4,2,4,0,3,2,1,1,0,2,2
411785,0,0,2,2,1,2,3,3,4,2,2,2
466615,3,3,2,1,4,1,1,1,3,0,0,2
989683,1,0,2,3,3,1,3,4,0,4,4,0
666266,3,0,2,3,3,0,0,3,4,0,4,0
229233,0,1,0,2,1,4,3,2,0,4,0,3
328436,1,0,4,4,0,2,1,2,1,4,3,4
863859,4,2,4,3,1,4,3,3,1,3,0,4
248524,4,0,0,4,3,2,0,0,0,1,0,3
325707,0,3,3,4,4,2,2,2,1,2,3,4
499199,0,1,4,1,3,0,4,1,1,2,2,4
973833,2,4,2,1,3,2,1,3,2,2,0,1
772257,1,1,4,0,4,4,1,1,4,0,1,3
718392,2,0,1,3,4,3,2,0,2,3,0,4
974462,2,3,4,2,0,4,4,4,3,4,2,3
430970,0,3,3,2,2,0,1,2,2,1,3,3
396000,3,4,1,0,0,2,0,2,2,4,2,1
517863,4,0,2,2,4,1,1,4,2,0,0,2
919520,3,4,3,0,2,4,2,3,3,2,3,4
907132,3,1,4,3,4,0,2,0,4,2,2,2
551762,2,1,0,0,4,4,4,3,3,1,1,1
588106,4,1,1,0,0,2,3,3,3,2,1,2
672998,1,2,1,2,4,1,4,3,1,4,4,3
320197,4,1,4,1,4,4,1,1,2,3,1,3
731880,1,3,3,4,1,0,1,3,3,0,4,0
937730,2,2,0,2,2,1,0,2,1,3,1,1
981738,4,1,1,3,2,2,2,4,4,3,0,0
188899,0,1,4,2,3,2,1,2,4,0,4,1
332556,3,0,2,2,2,1,1,0,0,2,1,0
981218,3,0,4,2,2,2,1,1,2,0,0,3
185960,0,2,0,1,0,2,0,2,1,3,2,4
561843,3,1,1,2,0,1,4,4,2,3,1,1
557547,0,2,1,4,2,3,2,2,3,4,0,2
852075,1,3,3,0,1,3,1,2,2,2,4,4
345087,2,0,1,0,0,4,4,3,0,1,2,0
825103,1,2,0,1,3,0,4,1,1,0,2,0
695396,3,2,2,1,0,4,3,0,0,3,4,2
218141,0,2,3,3,4,3,1,2,1,1,3,3
559988,1,4,2,3,1,3,1,3,2,4,1,3
835654,3,3,4,2,2,1,0,2,1,4,1,3
645099,0,0,0,4,2,1,4,1,4,1,3,0
570908,0,3,0,4,2,1,4,0,4,4,3,4
537117,3,4,2,3,0,1,3,4,0,1,0,3
738111,4,3,1,4,3,1,2,1,0,3,1,4
578580,4,1,2,1,3,3,4,4,3,1,1,2
820375,2,0,1,3,2,4,4,3,2,3,1,2
760252,0,1,2,4,3,0,0,4,4,3,0,3
441419,0,0,0,3,1,2,4,4,3,3,1,1
774506,1,3,0,4,4,0,2,0,1,3,0,1
848595,2,1,4,0,1,3,2,2,4,4,0,0
894585,0,3,4,2,2,1,3,0,2,0,2,2
924766,1,3,1,0,4,0,4,0,4,2,2,4
626753,2,1,3,3,1,2,0,3,3,2,4,0
485394,4,2,1,1,3,4,0,2,2,2,1,0
442213,1,3,2,3,0,3,0,4,0,3,2,2
190968,1,0,1,3,4,0,2,1,3,2,0,4
506679,0,4,4,3,4,4,4,3,4,3,2,1
509018,0,1,0,4,0,4,1,1,2,0,1,2
921795,0,1,3,3,3,3,4,4,3,2,4,3
904643,2,4,3,4,4,0,1,2,2,3,3,1
619560,0,0,0,3,3,1,0,2,1,0,2,4
614970,4,2,1,0,3,2,2,0,3,1,4,1
629767,4,1,1,1,0,0,3,3,1,3,1,2
266505,3,0,3,1,1,2,1,0,1,1,4,1
456156,3,1,1,0,3,2,1,4,2,4,4,2
609729,2,3,1,4,3,2,1,2,4,3,3,1
616097,4,4,3,3,2,0,3,0,4,1,1,0
251880,3,2,3,2,4,4,4,4,4,0,3,1
524250,1,4,1,1,1,2,0,3,4,3,4,0
787383,2,0,3,1,2,1,2,2,2,0,3,1
271159,1,3,0,4,1,0,3,2,0,0,4,3
301623,4,4,4,0,2,1,2,0,0,3,0,3
758696,1,4,2,0,2,3,0,0,3,2,4,2
948629,4,0,1,2,0,1,0,1,4,1,3,1
668878,2,0,4,0,2,1,0,1,0,3,3,0
555287,2,1,4,4,2,3,2,2,1,2,3,2
330137,3,0,4,0,2,2,1,1,1,4,1,0
396341,3,0,3,0,3,0,4,2,1,3,3,0
105796,4,0,4,4,2,3,4,0,0,3,1,0
928822,1,0,4,4,4,2,2,3,1,1,0,1
578622,1,0,2,1,4,0,1,1,3,0,2,3
969339,1,1,3,2,2,2,3,4,3,1,0,3
581458,3,4,0,4,2,2,0,0,0,1,3,0
992579,4,1,4,3,1,0,2,3,1,1,3,4
963730,4,1,2,2,1,3,2,0,3,3,2,4
280255,1,2,1,0,2,1,1,0,1,2,4,4
779424,0,2,2,3,4,2,0,1,4,2,1,1
706041,3,0,3,2,1,4,4,2,3,3,4,0
193811,4,3,3,1,0,1,3,2,3,3,2,0
315026,0,2,2,4,3,0,1,4,0,2,2,2
291811,0,4,3,4,4,1,1,3,2,4,0,4
783533,1,2,1,1,3,2,0,4,2,0,3,2
708640,3,0,1,1,3,1,3,0,1,2,0,2
719730,4,1,3,4,1,0,3,3,4,4,1,3
345476,4,1,3,4,1,3,0,4,2,1,3,0
667384,3,3,1,3,2,1,4,3,1,2,4,1
721630,2,4,0,0,2,1,3,1,2,0,2,2
890805,2,1,4,0,0,3,0,4,4,4,2,1
112317,1,2,0,2,4,3,1,2,2,4,2,3
700902,4,1,0,2,2,2,2,3,2,0,3,3
290334,1,2,1,0,2,3,0,4,0,4,0,2
171024,0,2,2,3,0,2,4,4,2,2,4,0
506018,4,0,2,1,4,1,4,4,4,4,2,0
597052,2,0,0,1,2,1,2,3,3,1,2,4
492381,0,1,3,1,3,2,1,2,0,1,0,3
908643,0,3,3,0,4,4,4,1,4,4,0,0
470170,1,1,1,1,4,2,2,3,3,3,1,3
905981,2,1,0,1,4,0,1,1,3,3,4,3
141101,0,2,2,1,2,2,3,0,3,1,3,0
667244,3,1,3,0,1,2,0,0,1,0,2,2
239946,0,4,0,2,1,0,3,2,1,4,1,3
942223,2,1,3,0,3,0,0,1,2,3,4,2
550233,1,3,3,0,0,0,0,1,1,2,2,1
213955,3,0,2,1,4,3,0,4,1,1,3,2
896463,0,0,3,2,0,4,4,4,1,1,1,2
580264,0,0,2,4,4,0,3,4,1,1,3,2
820285,0,1,2,2,0,1,4,2,2,0,2,4
990682,3,4,1,2,3,3,3,2,1,2,3,3
139101,0,3,3,3,2,1,2,2,2,3,2,2
556170,4,2,1,0,3,2,1,1,3,2,2,1
427712,0,0,1,4,0,3,4,1,3,1,1,0
692576,0,3,1,2,3,4,3,2,0,3,1,1
850268,4,2,2,0,1,3,0,1,1,4,1,1
270110,3,1,3,0,1,3,2,3,1,4,1,0
239305,0,4,4,3,0,0,0,0,2,1,4,2
624369,1,0,0,3,0,4,4,3,4,3,3,0
155955,4,1,2,3,1,4,2,3,0,0,1,4
211635,3,4,0,0,2,0,1,4,4,4,0,0
803134,0,4,1,4,4,2,4,1,3,2,1,3
315641,2,4,0,3,3,4,1,2,1,3,4,0
842117,4,4,4,1,1,2,1,1,3,4,0,0
517443,3,1,1,1,2,1,4,0,4,4,1,0
993524,2,1,3,0,1,3,1,4,3,1,0,4
848563,2,3,0,1,3,3,1,3,4,3,0,1
873188,4,3,4,3,3,2,1,3,4,1,2,2
345533,2,2,1,1,3,2,0,3,3,3,0,2
378128,2,1,4,2,3,3,1,2,4,1,4,4
447847,2,0,2,3,3,1,1,1,3,1,0,0
113866,4,2,2,2,2,0,1,4,0,3,2,1
155396,1,2,0,3,1,1,0,1,2,0,0,1
839937,3,3,4,1,4,0,1,3,2,0,2,1
667830,4,1,1,3,4,4,4,0,2,0,0,1
253892,4,2,0,1,3,0,1,2,0,1,1,3
891227,4,3,0,4,1,3,0,2,3,0,1,3
866218,2,1,3,3,3,3,4,0,1,4,0,1
349889,2,0,4,0,4,4,3,0,3,1,0,3
910465,4,3,4,2,4,4,1,4,1,3,1,0
295989,4,1,4,1,4,4,4,1,2,4,1,1
153424,1,3,3,2,1,1,0,1,2,0,4,3
463309,1,0,0,2,0,1,4,0,3,2,2,0
708306,0,1,3,4,4,1,4,3,0,0,1,0
627095,0,1,2,1,0,2,2,0,2,1,2,1
522452,1,4,2,2,1,2,0,1,0,1,0,0
785194,0,4,0,2,0,1,0,3,0,3,2,4
417174,4,0,4,1,2,0,1,4,2,1,1,3
974481,1,2,1,1,2,3,0,1,0,3,1,4
978097,0,1,2,2,4,1,3,3,0,4,2,2
693693,3,4,0,1,0,2,3,0,3,0,2,4
668656,0,2,1,3,3,2,2,4,1,3,0,2
393297,1,3,2,1,4,3,4,4,3,4,4,4
769027,1,3,3,1,0,2,2,3,1,1,0,2
166789,2,3,2,4,2,4,4,1,0,1,2,1
780784,0,2,0,3,2,3,0,2,1,1,0,1
671935,4,0,4,4,3,3,0,4,1,1,0,3
738543,4,2,0,3,2,0,4,4,3,2,4,0
208128,2,3,0,4,0,2,4,3,2,4,4,2
629101,1,2,1,3,3,2,3,1,3,3,2,3
826196,1,0,4,1,4,1,2,1,4,1,0,0
721303,2,2,4,2,0,0,3,4,4,1,4,3
904036,4,4,1,3,0,2,1,2,0,4,2,1
408024,4,0,0,3,0,1,4,3,1,4,2,2
330378,3,1,2,3,3,1,1,2,3,1,1,2
224005,2,2,2,1,3,3,4,0,4,1,2,0
120711,1,3,1,4,3,4,4,3,0,3,1,0
868570,2,2,3,4,0,1,0,3,0,3,3,2
158096,3,3,1,0,4,0,0,0,0,1,1,3
404920,1,0,1,2,4,4,4,0,3,4,3,1
924128,1,1,0,2,1,4,3,4,2,2,1,0
599206,3,3,2,4,0,4,3,3,1,2,3,2
861019,2,0,2,0,0,1,3,3,2,4,4,1
136133,0,3,1,4,4,4,1,2,3,0,4,4
557075,2,0,0,3,2,3,3,1,4,2,4,4
526809,4,3,1,0,3,1,3,1,2,4,4,1
485177,2,0,2,0,3,1,2,1,4,2,4,4
620650,0,0,4,4,1,0,0,2,4,2,4,2
465614,4,1,4,0,3,1,3,2,4,0,4,1
629935,1,1,0,0,1,2,4,4,0,3,2,3
302997,0,0,2,2,2,2,0,4,0,0,2,3
468479,2,0,2,2,1,1,2,0,2,3,2,0
973795,3,0,1,1,3,3,1,4,0,0,0,2
396062,4,0,3,3,2,3,2,1,4,1,1,2
475659,1,3,4,3,3,2,2,3,1,3,3,2
495854,0,1,0,4,4,2,2,2,3,0,3,0
534163,1,0,1,3,0,3,1,3,0,2,2,3
792383,0,1,1,3,0,3,2,4,3,4,3,4
917869,1,2,1,3,4,1,4,1,4,4,4,4
843899,1,2,1,2,3,0,0,2,1,2,2,4
123045,0,2,4,1,2,0,3,2,0,1,3,2
106666,3,2,0,1,2,3,4,1,1,2,3,4
992797,1,1,1,4,3,4,0,1,2,2,4,4
236937,4,3,2,0,4,4,0,3,4,1,2,1
460059,4,0,4,2,0,0,1,0,0,3,1,1
770284,0,3,3,1,3,3,4,3,4,1,4,2
789452,3,1,2,4,0,4,1,3,2,0,3,3
554684,3,0,4,1,3,0,3,2,0,0,0,3
361655,3,4,4,4,3,0,2,4,3,4,1,3
793161,3,1,3,2,3,0,2,1,4,4,2,3
324172,3,4,3,4,0,0,0,0,0,2,3,0
131211,0,4,0,4,2,4,0,4,1,3,1,2
636413,1,3,3,1,1,2,3,0,4,2,4,2
254801,2,4,0,2,4,4,0,4,2,0,3,1
375864,2,1,1,3,2,2,0,1,4,2,0,2
161323,1,3,0,3,0,4,2,0,3,2,1,4
119026,4,4,4,1,0,0,2,0,2,0,4,0
807314,2,0,4,2,3,1,1,3,4,2,1,0
460979,4,2,1,0,0,2,1,1,0,3,3,1
939123,0,2,0,1,1,2,0,0,1,1,0,4
694467,4,2,2,4,4,0,3,0,0,4,1,1
200668,1,1,2,1,4,2,0,2,3,3,2,4
167133,3,2,0,2,0,1,1,2,2,3,2,4
754661,4,1,0,1,4,2,1,3,0,3,0,2
257380,4,0,4,4,0,2,1,4,1,1,2,2
812700,3,0,0,0,2,2,1,2,3,3,4,1
704103,3,1,3,0,2,4,0,2,0,4,3,0
567895,1,3,4,1,2,4,3,1,1,2,3,4
664879,3,0,3,1,3,4,1,3,1,4,3,0
179859,3,4,2,0,2,2,1,3,3,1,4,0
834719,4,4,0,1,1,1,3,0,3,0,4,3
851114,2,4,1,3,1,1,2,0,4,1,2,2
794198,0,2,3,1,3,4,2,2,2,0,2,0
369640,1,2,4,2,3,4,2,1,4,2,0,0
564655,4,4,3,4,4,3,3,1,0,3,4,1
308163,0,1,0,3,1,3,3,0,0,4,3,2
226101,1,1,4,4,3,1,3,3,2,3,0,2
371996,4,1,4,1,2,4,2,1,2,4,4,0
892851,0,0,0,2,1,3,4,0,1,3,1,4
927432,0,1,4,0,4,4,1,3,4,2,4,4
655594,0,0,2,2,2,1,1,4,0,1,3,2
678092,4,4,3,2,2,0,1,2,0,3,3,3
969235,1,2,2,3,2,4,3,1,4,2,4,4
260648,3,1,3,0,0,2,2,0,3,4,4,1
763104,0,0,3,4,0,2,4,4,1,2,2,3
919550,3,2,4,1,0,3,1,2,2,4,3,4
709469,3,0,1,2,4,4,3,2,3,3,1,1
907811,0,3,0,2,4,3,0,2,2,3,1,0
286194,3,3,2,2,3,1,4,3,1,1,2,3
680999,3,0,2,1,2,1,1,0,0,3,3,0
654974,3,0,2,4,4,1,4,2,2,2,0,2
766072,2,2,4,3,0,1,2,2,2,0,0,1
622651,3,3,3,4,1,4,2,0,3,1,3,1
636560,3,4,2,4,3,3,1,0,4,2,0,1
428222,0,2,3,4,0,0,4,0,1,4,2,4
854397,0,2,2,0,1,3,0,2,3,0,1,3
241765,0,0,3,2,0,0,0,4,2,0,1,0
619240,4,2,4,2,1,4,2,1,4,3,4,2
884888,4,4,0,4,0,2,3,3,4,4,3,1
378633,1,0,4,2,3,4,1,2,2,4,3,2
329203,2,2,2,3,2,3,2,1,0,0,2,0
913547,3,1,1,4,1,0,4,1,4,0,4,2
154071,3,0,0,0,1,3,4,0,2,3,4,0
902060,3,4,1,4,3,2,1,4,2,2,1,3
892315,3,2,1,3,0,4,3,0,4,0,4,2
558997,1,2,4,1,3,4,1,0,1,1,4,3
104956,4,4,2,4,4,1,1,1,0,4,1,3
426143,1,3,0,3,2,0,4,3,1,1,4,0
118380,4,1,3,3,0,4,4,0,2,4,1,2
199781,3,3,2,0,4,0,1,1,2,1,2,1
441705,0,3,4,3,3,4,0,2,3,2,4,3
527444,4,0,1,4,2,2,0,4,4,3,2,0
708947,1,4,0,0,4,2,3,4,1,4,2,1
747328,0,0,2,2,4,0,4,2,1,2,4,4
378180,4,0,2,2,2,0,3,0,3,1,1,0
515460,4,4,4,4,4,0,0,1,4,0,1,4
911958,0,4,3,0,0,1,2,1,1,4,4,4
240501,2,4,4,1,2,2,0,0,4,4,3,4
258577,1,3,4,4,3,3,3,4,4,0,4,0
439905,1,0,1,0,2,2,1,0,3,2,3,4
777734,2,1,2,4,0,1,2,1,3,4,3,4
307924,4,4,0,0,3,4,2,2,0,4,4,4
788604,3,3,0,0,4,2,3,3,3,1,3,2
669145,2,3,3,0,2,0,0,1,4,4,3,4
988088,1,1,3,0,0,3,4,1,0,3,1,0
180753,0,2,3,3,2,1,3,1,3,4,4,3
170781,4,4,3,1,3,2,2,1,1,0,2,3
827001,3,2,0,4,1,2,1,0,2,0,1,4
448278,3,1,1,3,4,1,3,4,2,3,2,4
230910,4,4,1,2,4,0,4,0,4,1,3,2
937847,3,4,3,1,1,0,4,1,0,0,0,1
650935,0,0,0,3,3,2,4,3,3,0,2,3
316392,0,3,4,0,2,2,2,2,4,4,0,1
584138,3,1,1,3,2,3,2,4,1,3,1,0
913129,0,0,2,2,4,0,1,0,2,2,3,4
377610,2,1,3,2,2,4,0,1,0,3,2,2
161756,3,3,0,3,4,2,0,2,2,2,4,1
447632,1,3,3,3,4,1,2,0,3,0,1,3
766397,3,0,0,1,4,0,3,4,1,0,2,4
788314,4,4,3,4,4,0,0,1,3,1,4,0
953737,0,1,3,3,2,2,0,2,3,3,3,1
873355,3,4,4,1,4,3,4,2,1,0,1,4
208999,2,0,4,3,4,0,4,2,1,3,0,3
323957,0,3,0,2,4,4,1,0,2,1,3,0
643487,2,2,4,2,3,0,3,3,2,1,3,1
493024,3,3,0,1,1,2,2,0,4,3,0,1
529640,4,1,0,3,4,2,2,1,3,3,1,1
929712,4,3,3,0,2,2,2,2,4,1,1,2
973241,4,1,4,3,0,4,3,0,0,0,4,1
103331,0,3,3,3,0,1,4,4,4,3,3,1
439496,3,2,0,3,0,4,2,1,3,0,4,3
724405,1,4,0,0,0,3,4,2,0,0,2,4
642889,3,2,4,0,4,3,1,0,0,0,2,1
187031,2,3,3,4,0,1,4,2,0,4,3,2
575490,1,0,0,0,4,0,1,1,2,4,3,2
461335,0,3,4,2,4,1,2,3,0,1,1,4
778354,2,2,1,0,4,1,3,4,1,2,1,0
312983,4,1,4,2,0,4,1,0,1,0,3,4
525129,0,0,2,4,2,4,1,4,3,1,3,4
696912,1,3,0,4,3,4,0,1,2,4,2,1
430487,3,3,4,0,2,2,4,4,1,3,1,3
541134,0,3,0,4,1,4,3,3,3,3,2,1
260028,4,3,1,2,0,2,2,0,0,4,0,3
727838,0,3,4,3,3,3,2,2,1,4,0,4
777566,2,3,0,2,3,4,2,1,4,0,1,1
614136,2,3,1,1,2,3,0,4,0,1,3,4
843205,3,2,3,4,2,2,4,3,4,3,4,1
831403,0,4,4,4,1,4,2,3,4,2,4,3
853721,1,2,3,4,4,4,1,2,2,4,1,0
939142,1,2,2,4,1,0,1,0,1,4,3,3
129424,2,2,0,2,2,4,0,2,0,1,2,0
287186,2,2,2,1,2,2,2,2,2,3,3,4
494601,3,4,3,2,2,4,1,3,3,4,0,1
915509,0,4,2,2,2,3,0,0,4,1,2,2
124555,1,2,4,4,3,4,2,2,2,4,2,3
939254,2,3,0,3,1,4,0,3,2,3,1,0
546548,2,0,2,1,2,1,0,3,3,2,4,3
793620,0,2,2,3,3,0,1,0,3,2,1,3
615072,2,1,2,3,3,0,4,4,1,4,2,2
431016,4,0,1,4,1,4,3,1,2,3,0,3
657415,2,3,0,1,0,1,1,1,3,0,4,2
189268,2,3,4,2,1,4,1,4,3,2,2,4
505195,2,0,1,4,2,3,3,2,2,4,0,0
196865,1,4,0,3,1,2,1,0,2,4,0,3
736008,0,3,3,1,1,4,2,3,4,4,0,0
625102,2,2,0,1,0,1,3,2,0,2,2,3
716622,3,2,1,1,3,1,3,4,4,4,0,2
184551,0,4,2,2,3,0,1,2,3,2,3,0
440539,3,4,0,2,4,2,0,1,3,1,0,3
210366,1,3,0,4,1,3,4,1,4,0,3,1
260910,2,4,4,4,1,1,0,2,4,2,0,4
223294,2,0,3,4,0,0,2,0,4,2,4,3
946687,3,0,0,0,1,3,4,0,2,1,2,3
420482,0,3,3,0,0,2,4,1,0,3,0,4
182947,3,3,0,3,3,1,2,3,1,0,2,0
536419,1,4,4,1,3,1,4,2,1,4,1,0
913371,0,4,3,0,1,4,0,3,0,3,4,0
448096,3,3,0,2,1,4,0,2,4,2,3,0
219446,0,1,3,2,2,1,1,4,0,3,1,1
214740,1,0,2,3,1,1,2,1,0,4,4,4
309028,4,4,3,3,0,2,1,3,2,1,0,3
273905,4,1,2,2,2,3,1,4,4,4,3,2
232622,2,0,3,3,3,4,3,1,4,4,0,2
754653,1,1,3,4,4,4,1,2,0,0,2,0
909124,0,1,1,4,3,4,3,0,2,3,1,4
538165,3,1,1,1,1,2,2,4,0,0,1,3
145866,4,1,0,1,1,2,2,1,3,2,0,3
544387,3,1,0,3,4,2,2,4,2,4,1,2
165788,1,0,2,3,0,3,3,3,0,2,4,4
569968,4,1,4,2,3,2,2,2,4,3,2,0
945024,2,4,3,0,3,1,0,4,0,3,0,4
995662,1,1,2,2,2,3,2,0,4,4,0,4
920766,4,4,4,4,2,1,4,4,3,3,0,2
503144,3,2,1,1,0,0,3,2,4,3,0,4
272860,3,0,1,4,4,3,2,0,4,4,1,4
917359,0,4,0,2,3,0,0,3,0,1,2,0
939836,2,3,0,0,2,2,3,2,0,2,0,3
856183,2,4,0,4,3,0,1,2,3,0,3,4
613116,0,0,2,0,1,2,4,2,4,4,3,1
922539,1,2,3,0,4,4,4,2,3,1,0,1
398873,4,3,1,1,4,2,2,0,0,0,1,0
774443,2,4,2,4,0,3,3,2,2,1,0,4
634231,3,1,2,1,1,0,1,3,1,4,1,0
445140,1,3,3,3,3,3,0,0,1,2,4,0
124164,3,0,2,4,3,3,4,3,4,2,3,2
213864,0,2,0,1,3,0,3,4,3,2,0,4
865826,3,0,1,1,0,0,1,2,0,1,3,3
848727,2,2,3,0,2,4,3,3,1,1,3,3
978070,1,4,1,0,4,2,1,0,3,0,2,0
769914,0,0,2,1,4,2,1,1,1,0,2,2
449647,0,0,1,2,4,2,2,2,2,1,2,1
512848,1,3,2,0,2,1,2,0,4,4,3,2
449940,3,1,2,3,2,3,3,0,2,2,1,2
679801,3,0,3,0,2,0,4,0,0,4,1,2
613342,2,2,3,0,2,4,1,4,1,2,4,0
508458,2,2,0,1,1,0,4,3,3,3,2,0
584296,2,3,0,1,0,1,4,3,3,4,3,0
634604,3,3,0,4,1,0,1,0,1,1,1,1
935413,2,0,4,2,3,3,2,0,0,3,2,1
770042,0,4,4,4,2,4,0,2,1,0,0,3
585418,0,3,1,4,4,0,2,1,2,1,3,0
490732,0,0,0,1,2,0,2,2,0,4,4,2
870491,4,3,1,3,4,1,3,2,3,2,2,0
278178,4,0,1,2,0,2,4,0,2,2,2,4
827983,4,1,2,0,0,1,4,1,0,0,0,0
508289,2,4,0,2,3,2,4,4,4,1,0,2
930951,3,3,4,0,1,3,2,1,1,1,0,0
398229,3,3,2,0,3,1,2,3,3,0,3,3
516698,4,3,1,4,1,3,4,4,1,3,1,0
624696,4,4,2,3,2,1,0,4,2,2,2,4
776044,1,3,1,3,0,1,0,0,1,0,1,3
652397,3,2,0,1,4,4,3,2,1,0,4,4
659352,2,1,0,3,0,4,1,0,1,0,3,3
111315,3,4,0,1,3,4,1,4,0,4,1,1
134786,2,0,1,0,3,3,2,2,3,3,3,1
536032,3,4,2,1,0,0,4,1,2,4,1,1
895026,2,3,3,4,0,2,2,2,0,1,1,2
159653,0,4,1,1,1,2,0,4,1,1,0,3
318885,0,1,0,0,2,3,3,3,2,0,2,1
269363,3,2,0,1,0,4,1,4,0,2,0,2
911501,1,0,4,2,1,2,0,1,3,1,1,4
336634,0,4,1,0,1,2,1,4,0,0,2,0
835414,0,4,4,1,1,1,1,3,4,0,0,2
505047,2,0,3,4,0,3,4,1,0,0,0,1
360397,0,0,0,0,2,0,4,1,1,0,3,3
255752,4,4,0,2,4,2,1,1,3,0,3,3
833199,3,0,3,3,1,0,4,1,4,1,2,4
176524,1,0,3,4,0,2,2,4,0,1,4,2
